REGION,COUNTY,STATUS,DEM,REP,CON,WOR,GRE,LBT,IND,SAM,OTH,BLANK,TOTAL
Outside NYC,Niagara ,Active,"50,457","44,384","3,205","1,189",541,258,"7,254",4,111,"24,784","132,187"
Outside NYC,Niagara ,Inactive,"4,473","3,048",190,129,48,17,618,0,22,"2,896","11,441"
Outside NYC,Niagara ,Total,"54,930","47,432","3,395","1,318",589,275,"7,872",4,133,"27,680","143,628"
Outside NYC,Oneida ,Active,"43,509","48,369","2,040",483,298,254,"7,593",5,87,"25,272","127,910"
Outside NYC,Oneida ,Inactive,"3,249","2,348",125,63,27,16,604,0,6,"2,207","8,645"
Outside NYC,Oneida ,Total,"46,758","50,717","2,165",546,325,270,"8,197",5,93,"27,479","136,555"
Outside NYC,Onondaga ,Active,"112,327","82,286","4,807","1,174",964,580,"15,119",4,209,"75,246","292,716"
Outside NYC,Onondaga ,Inactive,"7,516","3,952",226,103,101,43,946,0,29,"5,207","18,123"
Outside NYC,Onondaga ,Total,"119,843","86,238","5,033","1,277","1,065",623,"16,065",4,238,"80,453","310,839"
Outside NYC,Ontario ,Active,"21,936","27,519","1,422",217,226,159,"3,923",1,57,"17,754","73,214"
Outside NYC,Ontario ,Inactive,825,998,56,11,17,1,191,0,5,841,"2,945"
Outside NYC,Ontario ,Total,"22,761","28,517","1,478",228,243,160,"4,114",1,62,"18,595","76,159"
Outside NYC,Orange ,Active,"83,178","69,723","4,319","1,043",583,292,"11,484",6,218,"51,697","222,543"
Outside NYC,Orange ,Inactive,"6,542","4,435",295,122,67,18,"1,021",0,12,"4,413","16,925"
Outside NYC,Orange ,Total,"89,720","74,158","4,614","1,165",650,310,"12,505",6,230,"56,110","239,468"
Outside NYC,Orleans ,Active,"5,204","11,022",543,133,64,65,"1,117",0,10,"5,025","23,183"
Outside NYC,Orleans ,Inactive,224,330,16,10,1,2,35,0,0,276,894
Outside NYC,Orleans ,Total,"5,428","11,352",559,143,65,67,"1,152",0,10,"5,301","24,077"
Outside NYC,Oswego ,Active,"16,940","31,752","1,668",316,155,118,"3,741",2,37,"14,863","69,592"
Outside NYC,Oswego ,Inactive,"2,631","3,395",209,74,22,16,649,0,3,"2,727","9,726"
Outside NYC,Oswego ,Total,"19,571","35,147","1,877",390,177,134,"4,390",2,40,"17,590","79,318"
Outside NYC,Otsego ,Active,"10,772","12,970",542,132,135,77,"2,085",0,17,"7,228","33,958"
Outside NYC,Otsego ,Inactive,741,685,30,13,11,6,137,0,2,593,"2,218"
Outside NYC,Otsego ,Total,"11,513","13,655",572,145,146,83,"2,222",0,19,"7,821","36,176"
Outside NYC,Putnam ,Active,"19,776","22,247","1,776",192,151,101,"3,713",2,47,"16,475","64,480"
Outside NYC,Putnam ,Inactive,"1,276","1,302",111,11,16,3,264,0,4,"1,137","4,124"
Outside NYC,Putnam ,Total,"21,052","23,549","1,887",203,167,104,"3,977",2,51,"17,612","68,604"
Outside NYC,Rensselaer ,Active,"30,844","24,308","4,044",936,427,74,"7,828",1,110,"28,820","97,392"
Outside NYC,Rensselaer ,Inactive,"4,199","2,242",352,211,67,2,"1,034",0,7,"3,737","11,851"
Outside NYC,Rensselaer ,Total,"35,043","26,550","4,396","1,147",494,76,"8,862",1,117,"32,557","109,243"
Outside NYC,Rockland ,Active,"91,984","45,562","4,457",822,372,50,"7,702",7,235,"45,931","197,122"
Outside NYC,Rockland ,Inactive,"4,949","2,491",165,51,25,0,493,0,7,"2,989","11,170"
Outside NYC,Rockland ,Total,"96,933","48,053","4,622",873,397,50,"8,195",7,242,"48,920","208,292"
Outside NYC,Saratoga ,Active,"44,801","60,096","2,537",406,385,358,"9,126",3,79,"38,563","156,354"
Outside NYC,Saratoga ,Inactive,"3,081","3,269",146,41,43,26,659,0,6,"3,058","10,329"
Outside NYC,Saratoga ,Total,"47,882","63,365","2,683",447,428,384,"9,785",3,85,"41,621","166,683"
Outside NYC,Schenectady ,Active,"37,076","22,729","3,176",624,290,172,"5,384",2,102,"23,669","93,224"
Outside NYC,Schenectady ,Inactive,"4,006","2,056",222,98,48,12,615,0,10,"2,916","9,983"
Outside NYC,Schenectady ,Total,"41,082","24,785","3,398",722,338,184,"5,999",2,112,"26,585","103,207"
Outside NYC,Schoharie ,Active,"4,866","7,433",538,90,71,40,"1,206",0,25,"4,401","18,670"
Outside NYC,Schoharie ,Inactive,484,575,55,12,8,3,151,0,5,549,"1,842"
Outside NYC,Schoharie ,Total,"5,350","8,008",593,102,79,43,"1,357",0,30,"4,950","20,512"
Outside NYC,Schuyler ,Active,"3,362","4,813",246,58,62,13,720,0,5,"2,652","11,931"
Outside NYC,Schuyler ,Inactive,167,263,16,7,6,1,49,0,1,223,733
Outside NYC,Schuyler ,Total,"3,529","5,076",262,65,68,14,769,0,6,"2,875","12,664"
Outside NYC,Seneca ,Active,"5,987","7,626",440,107,69,43,"1,032",0,19,"4,160","19,483"
Outside NYC,Seneca ,Inactive,477,502,42,15,7,2,126,0,1,515,"1,687"
Outside NYC,Seneca ,Total,"6,464","8,128",482,122,76,45,"1,158",0,20,"4,675","21,170"
Outside NYC,St.Lawrence ,Active,"21,581","20,530",958,252,164,90,"3,376",1,36,"12,592","59,580"
Outside NYC,St.Lawrence ,Inactive,"2,359","1,774",82,41,38,9,423,0,2,"1,935","6,663"
Outside NYC,St.Lawrence ,Total,"23,940","22,304","1,040",293,202,99,"3,799",1,38,"14,527","66,243"
Outside NYC,Steuben ,Active,"14,222","28,456",984,227,165,134,"2,982",0,48,"10,652","57,870"
Outside NYC,Steuben ,Inactive,894,"1,272",59,23,18,10,221,0,6,878,"3,381"
Outside NYC,Steuben ,Total,"15,116","29,728","1,043",250,183,144,"3,203",0,54,"11,530","61,251"
Outside NYC,Suffolk ,Active,"334,277","306,799","20,753","3,915","1,834","1,052","42,531",10,702,"262,530","974,403"
Outside NYC,Suffolk ,Inactive,"31,750","24,898","1,675",398,240,97,"4,237",0,55,"24,868","88,218"
Outside NYC,Suffolk ,Total,"366,027","331,697","22,428","4,313","2,074","1,149","46,768",10,757,"287,398","1,062,621"
Outside NYC,Sullivan ,Active,"17,205","13,262","1,035",222,134,38,"2,330",1,21,"11,260","45,508"
Outside NYC,Sullivan ,Inactive,"3,002","1,719",122,59,34,9,407,0,6,"2,056","7,414"
Outside NYC,Sullivan ,Total,"20,207","14,981","1,157",281,168,47,"2,737",1,27,"13,316","52,922"
Outside NYC,Tioga ,Active,"8,039","13,730",471,101,99,90,"1,679",1,6,"6,386","30,602"
Outside NYC,Tioga ,Inactive,825,"1,114",47,18,13,3,208,0,1,874,"3,103"
Outside NYC,Tioga ,Total,"8,864","14,844",518,119,112,93,"1,887",1,7,"7,260","33,705"
Outside NYC,Tompkins ,Active,"30,277","11,000",387,209,351,106,"2,186",1,33,"11,518","56,068"
Outside NYC,Tompkins ,Inactive,"3,017",763,33,27,62,10,216,0,9,"1,418","5,555"
Outside NYC,Tompkins ,Total,"33,294","11,763",420,236,413,116,"2,402",1,42,"12,936","61,623"
Outside NYC,Ulster ,Active,"47,520","27,699","2,448",543,588,142,"5,767",2,83,"32,856","117,648"
Outside NYC,Ulster ,Inactive,"4,934","2,459",227,86,81,19,679,0,11,"3,968","12,464"
Outside NYC,Ulster ,Total,"52,454","30,158","2,675",629,669,161,"6,446",2,94,"36,824","130,112"
Outside NYC,Warren ,Active,"11,414","18,455",639,122,211,62,"2,585",1,47,"8,742","42,278"
Outside NYC,Warren ,Inactive,782,991,44,9,29,2,230,0,4,757,"2,848"
Outside NYC,Warren ,Total,"12,196","19,446",683,131,240,64,"2,815",1,51,"9,499","45,126"
Outside NYC,Washington ,Active,"9,033","14,527",683,169,135,55,"2,165",1,15,"7,940","34,723"
Outside NYC,Washington ,Inactive,526,597,28,17,13,5,140,0,0,531,"1,857"
Outside NYC,Washington ,Total,"9,559","15,124",711,186,148,60,"2,305",1,15,"8,471","36,580"
Outside NYC,Wayne ,Active,"13,547","22,332","1,500",259,155,159,"2,878",1,26,"14,062","54,919"
Outside NYC,Wayne ,Inactive,601,784,53,18,13,7,132,0,2,821,"2,431"
Outside NYC,Wayne ,Total,"14,148","23,116","1,553",277,168,166,"3,010",1,28,"14,883","57,350"
Outside NYC,Westchester ,Active,"296,049","125,070","7,507","1,384",936,280,"21,805",16,423,"141,245","594,715"
Outside NYC,Westchester ,Inactive,"20,969","8,802",471,129,104,25,"1,628",0,14,"10,827","42,969"
Outside NYC,Westchester ,Total,"317,018","133,872","7,978","1,513","1,040",305,"23,433",16,437,"152,072","637,684"
Outside NYC,Wyoming ,Active,"5,052","11,036",554,86,45,43,"1,151",0,1,"5,281","23,249"
Outside NYC,Wyoming ,Inactive,341,520,35,7,4,2,93,0,0,461,"1,463"
Outside NYC,Wyoming ,Total,"5,393","11,556",589,93,49,45,"1,244",0,1,"5,742","24,712"
Outside NYC,Yates ,Active,"3,288","6,357",241,51,49,22,678,0,31,"2,713","13,430"
Outside NYC,Yates ,Inactive,183,282,17,3,4,4,38,0,4,192,727
Outside NYC,Yates ,Total,"3,471","6,639",258,54,53,26,716,0,35,"2,905","14,157"
Outside NYC Grand Tot,,Active,"2,681,575","2,154,941","128,721","27,344","17,695","9,414","334,569",114,"4,364","1,652,949","7,011,686"
Outside NYC Grand Tot,,Inactive,"231,430","152,393","8,810","3,173","2,318",692,"30,015",0,461,"158,615","587,907"
Outside NYC Grand Tot,,Total,"2,913,005","2,307,334","137,531","30,517","20,013","10,106","364,584",114,"4,825","1,811,564","7,599,593"
Within NYC,Bronx ,Active,"563,180","41,020","2,969","2,777",980,227,"13,767",7,899,"111,977","737,803"
Within NYC,Bronx ,Inactive,"70,535","6,193",434,536,105,27,"2,081",0,36,"15,422","95,369"
Within NYC,Bronx ,Total,"633,715","47,213","3,403","3,313","1,085",254,"15,848",7,935,"127,399","833,172"
Within NYC,Kings ,Active,"1,063,080","125,464","4,391","4,838","2,782",806,"28,252",16,"1,114","262,681","1,493,424"
Within NYC,Kings ,Inactive,"97,706","11,957",500,722,411,88,"3,753",0,29,"28,465","143,631"
Within NYC,Kings ,Total,"1,160,786","137,421","4,891","5,560","3,193",894,"32,005",16,"1,143","291,146","1,637,055"
Within NYC,New York ,Active,"722,105","89,118","1,744","1,796","1,895",862,"25,853",10,647,"190,996","1,035,026"
Within NYC,New York ,Inactive,"98,535","20,677",350,370,372,163,"6,354",0,25,"35,925","162,771"
Within NYC,New York ,Total,"820,640","109,795","2,094","2,166","2,267","1,025","32,207",10,672,"226,921","1,197,797"
Within NYC,Queens ,Active,"780,057","129,989","5,295","3,320","1,957",637,"27,275",8,"1,256","256,888","1,206,682"
Within NYC,Queens ,Inactive,"48,049","8,353",368,303,142,45,"2,162",0,21,"16,762","76,205"
Within NYC,Queens ,Total,"828,106","138,342","5,663","3,623","2,099",682,"29,437",8,"1,277","273,650","1,282,887"
Within NYC,Richmond ,Active,"128,792","90,023","4,627","1,065",421,240,"9,836",6,224,"64,056","299,290"
Within NYC,Richmond ,Inactive,"9,452","5,110",273,119,38,11,780,0,3,"4,397","20,183"
Within NYC,Richmond ,Total,"138,244","95,133","4,900","1,184",459,251,"10,616",6,227,"68,453","319,473"
Within NYC Total,,Active,"3,257,214","475,614","19,026","13,796","8,035","2,772","104,983",47,"4,140","886,598","4,772,225"
Within NYC Total,,Inactive,"324,277","52,290","1,925","2,050","1,068",334,"15,130",0,114,"100,971","498,159"
Within NYC Total,,Total,"3,581,491","527,904","20,951","15,846","9,103","3,106","120,113",47,"4,254","987,569","5,270,384"
Statewide Total,,Active,"5,938,789","2,630,555","147,747","41,140","25,730","12,186","439,552",161,"8,504","2,539,547","11,783,911"
Statewide Total,,Inactive,"555,707","204,683","10,735","5,223","3,386","1,026","45,145",0,575,"259,586","1,086,066"
Statewide Total,,Total,"6,494,496","2,835,238","158,482","46,363","29,116","13,212","484,697",161,"9,079","2,799,133","12,869,977"
